Age,MaritalStatus,Dependents,Education,ResidenceYears,CreditRating,LatePayments2Y,CurrentDebt,ActiveLoans,MaxOverdue1Y,WasBankrupt,DebtVSIncome,MonthlyPayments,MoneyPaidSubscription,Collateral,CreditVSCollateral,MonthlyIncome,JobType,JobExperience,AdditionalIncome,BankRelationshipYears,AverageBalance,CreditCardUsage,CheckCreditHistory,LoanPurpose,HasGuarantor,Region,EarlyRepayments,HasCriminalRecord,NumberKids,Default
42.00,1.00,1.00,2.00,10.00,736.00,5.00,789272.00,4.00,37.00,0.00,0.19,1793.00,1668.00,0.00,0.61,222393.00,1.00,5.00,25819.00,4.00,68329.00,15.00,1.00,1.00,0.00,3.00,1.00,0.00,6.00,0.00
41.00,2.00,0.00,0.00,5.00,325.00,1.00,1173992.00,1.00,89.00,0.00,0.48,28011.00,714.00,1.00,0.66,103114.00,2.00,1.00,13255.00,3.00,330944.00,3.00,3.00,0.00,0.00,2.00,0.00,0.00,5.00,0.00
41.00,3.00,2.00,0.00,7.00,681.00,9.00,1611041.00,5.00,45.00,0.00,0.04,13914.00,1041.00,0.00,1.16,53448.00,2.00,9.00,33094.00,15.00,418717.00,16.00,0.00,2.00,0.00,1.00,0.00,0.00,9.00,0.00
24.00,3.00,0.00,2.00,5.00,478.00,3.00,1400302.00,4.00,83.00,0.00,0.49,83133.00,248.00,0.00,0.04,198769.00,1.00,7.00,41998.00,6.00,112276.00,9.00,5.00,0.00,0.00,0.00,1.00,0.00,6.00,0.00
38.00,2.00,1.00,0.00,5.00,582.00,8.00,288481.00,1.00,46.00,0.00,0.12,72858.00,1453.00,1.00,0.55,242465.00,2.00,3.00,47762.00,5.00,291310.00,6.00,3.00,1.00,0.00,3.00,0.00,0.00,2.00,1.00
61.00,3.00,2.00,0.00,2.00,536.00,5.00,1566730.00,3.00,21.00,0.00,0.51,67126.00,1946.00,0.00,0.69,228311.00,2.00,8.00,41464.00,9.00,395001.00,18.00,2.00,0.00,0.00,2.00,1.00,0.00,3.00,0.00
26.00,0.00,2.00,3.00,1.00,611.00,1.00,4783.00,5.00,78.00,0.00,0.40,183.00,1014.00,0.00,1.06,91850.00,1.00,8.00,35378.00,3.00,118743.00,6.00,3.00,2.00,0.00,2.00,0.00,1.00,3.00,1.00
36.00,3.00,2.00,2.00,3.00,657.00,0.00,673478.00,4.00,41.00,0.00,0.25,48318.00,1984.00,0.00,0.25,96974.00,2.00,8.00,20014.00,3.00,150558.00,4.00,4.00,2.00,0.00,1.00,0.00,0.00,5.00,0.00
45.00,1.00,2.00,3.00,8.00,612.00,4.00,1190679.00,1.00,16.00,0.00,0.45,50550.00,1080.00,0.00,0.19,18044.00,3.00,10.00,3065.00,3.00,443351.00,18.00,5.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00
34.00,1.00,1.00,1.00,9.00,722.00,8.00,751760.00,3.00,83.00,0.00,0.09,50380.00,718.00,0.00,0.90,105279.00,2.00,6.00,29995.00,0.00,6774.00,13.00,3.00,1.00,0.00,3.00,1.00,0.00,0.00,0.00
69.00,1.00,0.00,0.00,10.00,738.00,7.00,439774.00,4.00,29.00,0.00,0.55,24054.00,698.00,0.00,0.96,179983.00,1.00,8.00,5876.00,6.00,328129.00,10.00,1.00,2.00,0.00,1.00,0.00,0.00,8.00,0.00
38.00,1.00,0.00,1.00,7.00,388.00,1.00,1040720.00,4.00,77.00,0.00,0.21,23408.00,1787.00,0.00,0.83,55563.00,2.00,5.00,496.00,15.00,217963.00,13.00,1.00,2.00,0.00,4.00,0.00,0.00,5.00,0.00
23.00,0.00,2.00,1.00,5.00,716.00,1.00,1913649.00,3.00,53.00,0.00,0.46,14869.00,875.00,0.00,0.72,282059.00,0.00,4.00,20525.00,8.00,296568.00,1.00,3.00,2.00,0.00,2.00,0.00,0.00,5.00,0.00
40.00,0.00,3.00,3.00,10.00,748.00,3.00,1695891.00,0.00,72.00,0.00,0.37,75713.00,724.00,1.00,0.45,111330.00,0.00,4.00,2244.00,3.00,432197.00,20.00,0.00,0.00,0.00,3.00,0.00,0.00,6.00,0.00
46.00,1.00,0.00,1.00,8.00,372.00,2.00,1716574.00,5.00,74.00,0.00,0.57,95019.00,952.00,0.00,0.49,26881.00,2.00,5.00,41654.00,2.00,79980.00,18.00,5.00,2.00,1.00,1.00,0.00,0.00,9.00,0.00
28.00,3.00,1.00,2.00,6.00,847.00,1.00,1859794.00,3.00,18.00,0.00,0.24,70098.00,1551.00,0.00,0.19,58757.00,2.00,7.00,15429.00,0.00,164370.00,17.00,3.00,2.00,1.00,3.00,1.00,0.00,0.00,0.00
64.00,0.00,1.00,1.00,1.00,653.00,7.00,454055.00,5.00,15.00,0.00,0.59,14685.00,1398.00,1.00,0.32,129139.00,1.00,3.00,46951.00,12.00,492305.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,7.00,0.00
37.00,2.00,0.00,2.00,6.00,386.00,6.00,1710857.00,0.00,20.00,0.00,0.58,29045.00,1927.00,0.00,0.64,27444.00,1.00,5.00,40172.00,4.00,241441.00,3.00,3.00,0.00,1.00,3.00,0.00,0.00,1.00,0.00
18.00,1.00,0.00,3.00,10.00,510.00,7.00,1234720.00,5.00,88.00,0.00,0.01,69450.00,8.00,0.00,0.47,8930.00,3.00,6.00,12318.00,15.00,408643.00,2.00,4.00,2.00,0.00,1.00,0.00,0.00,5.00,0.00
31.00,1.00,2.00,0.00,4.00,789.00,6.00,123955.00,0.00,35.00,0.00,0.21,2395.00,1579.00,0.00,0.63,68883.00,2.00,7.00,36158.00,11.00,336137.00,8.00,1.00,2.00,1.00,4.00,0.00,0.00,6.00,1.00
43.00,3.00,2.00,1.00,8.00,537.00,9.00,1459132.00,3.00,71.00,0.00,0.34,54442.00,1844.00,0.00,0.89,144035.00,2.00,0.00,10157.00,7.00,229223.00,6.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00
55.00,1.00,3.00,0.00,8.00,397.00,7.00,812530.00,5.00,15.00,0.00,0.46,93860.00,1760.00,1.00,0.58,237433.00,1.00,3.00,11015.00,15.00,121958.00,20.00,0.00,0.00,1.00,1.00,0.00,0.00,7.00,0.00
59.00,2.00,2.00,1.00,4.00,308.00,0.00,890608.00,1.00,80.00,0.00,0.49,86686.00,1942.00,0.00,0.63,200567.00,3.00,5.00,25512.00,9.00,475711.00,19.00,4.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00
39.00,0.00,1.00,0.00,2.00,849.00,3.00,141684.00,3.00,55.00,0.00,0.29,68314.00,288.00,0.00,0.71,78372.00,3.00,2.00,46047.00,11.00,476034.00,2.00,5.00,2.00,0.00,3.00,0.00,0.00,1.00,1.00
21.00,0.00,3.00,1.00,6.00,571.00,3.00,423803.00,5.00,50.00,0.00,0.00,67789.00,707.00,0.00,0.33,292503.00,2.00,4.00,46222.00,10.00,153297.00,6.00,5.00,1.00,0.00,4.00,0.00,0.00,1.00,0.00
39.00,2.00,2.00,0.00,7.00,464.00,9.00,1231092.00,2.00,89.00,0.00,0.17,879.00,1907.00,0.00,0.23,115495.00,2.00,5.00,5086.00,10.00,85843.00,12.00,5.00,1.00,0.00,3.00,0.00,1.00,2.00,0.00
64.00,0.00,3.00,2.00,5.00,739.00,3.00,1454209.00,1.00,58.00,0.00,0.22,65925.00,1197.00,0.00,1.06,241238.00,1.00,3.00,4665.00,11.00,320142.00,13.00,5.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00
48.00,0.00,1.00,3.00,3.00,809.00,8.00,426786.00,3.00,48.00,0.00,0.27,22590.00,1935.00,0.00,1.12,295600.00,1.00,8.00,25647.00,5.00,256447.00,14.00,0.00,0.00,0.00,2.00,0.00,0.00,5.00,0.00
52.00,0.00,3.00,1.00,3.00,841.00,2.00,1777606.00,4.00,25.00,0.00,0.51,2692.00,1765.00,0.00,0.69,243453.00,3.00,1.00,36755.00,13.00,379068.00,19.00,3.00,0.00,1.00,0.00,0.00,0.00,5.00,0.00
36.00,3.00,0.00,3.00,3.00,462.00,0.00,980162.00,3.00,30.00,0.00,0.41,83017.00,103.00,0.00,0.88,281657.00,3.00,6.00,49196.00,13.00,175541.00,0.00,5.00,1.00,0.00,0.00,1.00,0.00,2.00,0.00
31.00,2.00,1.00,0.00,7.00,363.00,3.00,1934866.00,5.00,9.00,1.00,0.40,84522.00,809.00,0.00,0.24,142314.00,1.00,1.00,1599.00,10.00,52495.00,8.00,0.00,1.00,1.00,3.00,1.00,0.00,2.00,0.00
43.00,0.00,2.00,2.00,5.00,792.00,4.00,39564.00,3.00,19.00,0.00,0.33,79149.00,1864.00,1.00,0.48,130693.00,3.00,7.00,45132.00,9.00,389888.00,13.00,3.00,0.00,0.00,4.00,0.00,0.00,1.00,1.00
18.00,1.00,3.00,0.00,2.00,761.00,8.00,1811614.00,3.00,87.00,1.00,0.13,29704.00,1674.00,0.00,0.51,119987.00,3.00,3.00,20496.00,7.00,217874.00,2.00,5.00,1.00,0.00,1.00,0.00,0.00,7.00,0.00
44.00,0.00,0.00,3.00,2.00,573.00,7.00,46411.00,3.00,15.00,0.00,0.41,35789.00,498.00,0.00,0.41,297434.00,2.00,6.00,36607.00,0.00,174071.00,1.00,5.00,2.00,0.00,2.00,0.00,0.00,0.00,1.00
60.00,1.00,0.00,2.00,2.00,409.00,8.00,267888.00,5.00,38.00,0.00,0.44,82955.00,1654.00,1.00,0.90,33946.00,2.00,6.00,16759.00,5.00,206755.00,19.00,3.00,2.00,0.00,3.00,0.00,0.00,7.00,0.00
64.00,1.00,2.00,0.00,6.00,634.00,0.00,501683.00,5.00,79.00,0.00,0.38,79745.00,529.00,1.00,0.85,268544.00,0.00,6.00,25255.00,3.00,345111.00,6.00,2.00,0.00,0.00,4.00,0.00,0.00,7.00,0.00
34.00,0.00,1.00,2.00,1.00,617.00,8.00,1918502.00,3.00,88.00,0.00,0.20,83574.00,588.00,0.00,0.54,202154.00,0.00,10.00,6609.00,14.00,471692.00,8.00,3.00,2.00,0.00,3.00,1.00,0.00,3.00,0.00
33.00,2.00,0.00,1.00,4.00,767.00,3.00,812161.00,4.00,47.00,0.00,0.56,17199.00,1495.00,0.00,0.68,112929.00,1.00,2.00,5098.00,0.00,254104.00,7.00,5.00,0.00,1.00,0.00,1.00,0.00,5.00,0.00
61.00,3.00,2.00,0.00,10.00,553.00,5.00,292022.00,1.00,72.00,0.00,0.17,12207.00,1022.00,1.00,0.35,117245.00,2.00,2.00,31668.00,12.00,224671.00,0.00,3.00,0.00,0.00,4.00,0.00,0.00,2.00,0.00
60.00,3.00,3.00,0.00,7.00,546.00,1.00,1706049.00,2.00,11.00,1.00,0.04,20035.00,1725.00,0.00,1.17,44405.00,1.00,2.00,24916.00,14.00,418456.00,12.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00
50.00,2.00,1.00,1.00,7.00,496.00,8.00,579783.00,5.00,64.00,0.00,0.60,70648.00,22.00,1.00,0.05,105428.00,3.00,9.00,49003.00,1.00,261308.00,2.00,5.00,0.00,1.00,3.00,0.00,0.00,8.00,0.00
65.00,3.00,0.00,2.00,5.00,534.00,6.00,717131.00,0.00,57.00,0.00,0.08,54059.00,1419.00,0.00,0.52,294792.00,2.00,8.00,16928.00,1.00,252939.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00
28.00,0.00,3.00,3.00,5.00,704.00,7.00,1576228.00,5.00,37.00,0.00,0.21,49636.00,1470.00,1.00,0.25,284541.00,3.00,6.00,42915.00,11.00,62841.00,1.00,2.00,2.00,0.00,4.00,0.00,0.00,7.00,0.00
27.00,0.00,1.00,2.00,6.00,773.00,2.00,307939.00,1.00,79.00,0.00,0.03,31747.00,556.00,0.00,1.06,196691.00,2.00,4.00,39814.00,14.00,258372.00,18.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
51.00,1.00,1.00,3.00,3.00,831.00,3.00,1230959.00,3.00,52.00,0.00,0.39,1017.00,711.00,0.00,0.99,26437.00,1.00,2.00,28652.00,3.00,363165.00,19.00,1.00,1.00,0.00,3.00,0.00,0.00,7.00,0.00
55.00,2.00,2.00,0.00,7.00,667.00,3.00,602053.00,2.00,80.00,0.00,0.36,24983.00,1497.00,0.00,0.06,204840.00,2.00,3.00,34132.00,10.00,201114.00,4.00,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00
49.00,2.00,3.00,2.00,4.00,778.00,8.00,1854455.00,2.00,33.00,0.00,0.04,36531.00,520.00,0.00,1.15,20598.00,2.00,0.00,1784.00,0.00,124149.00,19.00,2.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00
65.00,3.00,0.00,1.00,7.00,632.00,2.00,298231.00,2.00,56.00,0.00,0.03,44798.00,938.00,0.00,0.16,59826.00,3.00,1.00,30836.00,4.00,43097.00,6.00,5.00,1.00,1.00,1.00,0.00,0.00,4.00,0.00
45.00,2.00,1.00,1.00,10.00,638.00,7.00,1393476.00,0.00,19.00,0.00,0.01,59382.00,1354.00,0.00,0.25,230278.00,1.00,1.00,8747.00,11.00,191166.00,6.00,4.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00
41.00,3.00,2.00,2.00,8.00,582.00,5.00,892650.00,3.00,0.00,0.00,0.50,67875.00,1580.00,0.00,1.08,14864.00,0.00,2.00,9080.00,4.00,372468.00,5.00,3.00,0.00,0.00,4.00,0.00,0.00,1.00,0.00
41.00,2.00,2.00,3.00,3.00,446.00,4.00,751748.00,2.00,24.00,0.00,0.50,81554.00,1470.00,1.00,0.89,109594.00,1.00,4.00,41393.00,12.00,476901.00,13.00,4.00,1.00,1.00,3.00,1.00,0.00,6.00,0.00
32.00,0.00,1.00,3.00,9.00,356.00,0.00,366341.00,3.00,7.00,0.00,0.67,36946.00,518.00,0.00,0.33,221056.00,3.00,2.00,36998.00,13.00,125983.00,10.00,5.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00
22.00,3.00,2.00,2.00,2.00,444.00,4.00,348317.00,3.00,75.00,0.00,0.48,43320.00,1370.00,0.00,0.13,214956.00,2.00,5.00,47634.00,12.00,268933.00,18.00,1.00,0.00,1.00,2.00,1.00,1.00,1.00,0.00
63.00,0.00,1.00,0.00,4.00,599.00,3.00,205642.00,0.00,67.00,0.00,0.59,71405.00,244.00,0.00,0.26,70748.00,0.00,7.00,22301.00,11.00,279502.00,15.00,4.00,2.00,0.00,2.00,1.00,0.00,2.00,0.00
58.00,1.00,0.00,0.00,2.00,554.00,4.00,1264077.00,5.00,53.00,0.00,0.14,27741.00,1326.00,0.00,0.93,143636.00,2.00,10.00,25617.00,8.00,404919.00,19.00,0.00,2.00,0.00,3.00,0.00,0.00,5.00,0.00
47.00,0.00,0.00,1.00,7.00,554.00,3.00,1830397.00,3.00,60.00,0.00,0.01,70528.00,125.00,0.00,0.32,120098.00,3.00,9.00,43305.00,6.00,68553.00,7.00,0.00,0.00,0.00,2.00,0.00,0.00,9.00,0.00
55.00,1.00,2.00,2.00,8.00,586.00,0.00,759688.00,1.00,23.00,0.00,0.22,86942.00,1802.00,1.00,0.66,85302.00,1.00,4.00,1758.00,14.00,150273.00,15.00,2.00,1.00,0.00,3.00,1.00,0.00,6.00,0.00
40.00,1.00,0.00,2.00,10.00,473.00,3.00,112146.00,3.00,3.00,1.00,0.03,78193.00,1263.00,0.00,1.18,189890.00,3.00,4.00,46979.00,2.00,143348.00,4.00,0.00,2.00,0.00,2.00,0.00,0.00,2.00,1.00
51.00,2.00,0.00,1.00,4.00,567.00,6.00,85524.00,4.00,40.00,0.00,0.14,29517.00,1126.00,0.00,1.04,322.00,0.00,7.00,8581.00,4.00,408735.00,10.00,4.00,1.00,0.00,4.00,0.00,0.00,5.00,1.00
20.00,2.00,3.00,2.00,6.00,500.00,8.00,1695431.00,3.00,61.00,0.00,0.01,63210.00,361.00,0.00,0.39,165490.00,2.00,3.00,28283.00,7.00,322203.00,10.00,3.00,0.00,1.00,3.00,0.00,1.00,4.00,0.00
20.00,0.00,3.00,0.00,8.00,796.00,4.00,882176.00,5.00,90.00,0.00,0.53,9457.00,1288.00,1.00,0.88,224254.00,3.00,6.00,22166.00,5.00,439793.00,8.00,2.00,1.00,1.00,3.00,0.00,0.00,1.00,0.00
44.00,0.00,2.00,2.00,4.00,304.00,2.00,1908540.00,2.00,60.00,0.00,0.24,82583.00,485.00,1.00,0.85,12420.00,3.00,8.00,12855.00,13.00,338573.00,13.00,0.00,2.00,0.00,4.00,0.00,0.00,8.00,0.00
68.00,0.00,1.00,0.00,5.00,467.00,5.00,1809820.00,1.00,64.00,0.00,0.01,53863.00,145.00,0.00,0.88,233964.00,0.00,7.00,36609.00,10.00,226018.00,14.00,1.00,0.00,0.00,3.00,0.00,0.00,3.00,0.00
20.00,1.00,1.00,1.00,2.00,474.00,7.00,48629.00,4.00,33.00,0.00,0.69,53716.00,948.00,0.00,0.34,57591.00,0.00,8.00,39813.00,1.00,194528.00,17.00,0.00,2.00,0.00,4.00,0.00,0.00,2.00,1.00
70.00,1.00,2.00,3.00,1.00,586.00,2.00,726087.00,1.00,66.00,0.00,0.28,83692.00,669.00,0.00,0.07,133636.00,2.00,4.00,20525.00,3.00,131949.00,17.00,1.00,1.00,0.00,1.00,0.00,0.00,4.00,0.00
61.00,3.00,3.00,0.00,5.00,351.00,6.00,1736500.00,5.00,47.00,1.00,0.49,24749.00,516.00,0.00,0.86,298062.00,3.00,5.00,26708.00,2.00,157787.00,18.00,2.00,2.00,0.00,3.00,1.00,0.00,9.00,0.00
46.00,0.00,0.00,0.00,4.00,446.00,8.00,704612.00,2.00,49.00,0.00,0.38,32874.00,1175.00,0.00,0.54,155496.00,1.00,10.00,49914.00,1.00,267411.00,15.00,5.00,0.00,0.00,4.00,1.00,0.00,9.00,0.00
29.00,1.00,0.00,3.00,9.00,826.00,0.00,1492573.00,5.00,6.00,0.00,0.48,24884.00,403.00,0.00,0.76,3504.00,2.00,10.00,22453.00,10.00,300173.00,4.00,5.00,2.00,1.00,1.00,0.00,0.00,8.00,0.00
22.00,0.00,3.00,2.00,2.00,695.00,8.00,979197.00,4.00,66.00,0.00,0.70,24373.00,731.00,0.00,0.06,235246.00,3.00,7.00,7272.00,1.00,372713.00,0.00,2.00,1.00,0.00,1.00,0.00,0.00,9.00,0.00
38.00,0.00,0.00,1.00,4.00,593.00,5.00,521863.00,5.00,2.00,0.00,0.42,58463.00,1536.00,1.00,0.85,138468.00,3.00,9.00,21313.00,5.00,241617.00,8.00,1.00,2.00,0.00,4.00,1.00,0.00,5.00,0.00
46.00,1.00,2.00,0.00,4.00,474.00,8.00,1946095.00,5.00,10.00,0.00,0.11,28676.00,1746.00,0.00,0.97,7437.00,1.00,0.00,42847.00,0.00,158667.00,14.00,5.00,1.00,0.00,0.00,0.00,0.00,5.00,0.00
18.00,0.00,1.00,0.00,7.00,578.00,3.00,1262673.00,1.00,18.00,0.00,0.53,11295.00,1508.00,1.00,0.07,247435.00,3.00,5.00,7467.00,6.00,420462.00,15.00,1.00,2.00,0.00,1.00,0.00,0.00,5.00,0.00
54.00,1.00,2.00,1.00,10.00,368.00,0.00,739753.00,4.00,44.00,0.00,0.06,48478.00,525.00,1.00,1.04,15337.00,0.00,2.00,31258.00,9.00,385258.00,3.00,0.00,1.00,0.00,1.00,1.00,0.00,6.00,0.00
61.00,3.00,3.00,1.00,9.00,524.00,1.00,1285589.00,5.00,25.00,0.00,0.03,1115.00,354.00,0.00,0.95,257887.00,3.00,7.00,7975.00,10.00,206233.00,18.00,3.00,1.00,1.00,4.00,1.00,1.00,5.00,0.00
25.00,2.00,1.00,3.00,4.00,344.00,4.00,1017856.00,1.00,11.00,1.00,0.54,26340.00,1630.00,0.00,0.11,295624.00,3.00,10.00,13547.00,13.00,353277.00,11.00,0.00,1.00,0.00,2.00,0.00,0.00,5.00,0.00
46.00,0.00,0.00,2.00,3.00,603.00,6.00,1371827.00,0.00,13.00,1.00,0.04,9136.00,270.00,0.00,0.17,173338.00,1.00,4.00,11180.00,4.00,168232.00,11.00,3.00,2.00,0.00,3.00,1.00,0.00,5.00,0.00
33.00,2.00,2.00,3.00,8.00,622.00,9.00,1564804.00,3.00,17.00,0.00,0.13,50040.00,1336.00,1.00,1.18,125200.00,0.00,5.00,44055.00,15.00,462680.00,16.00,3.00,2.00,0.00,3.00,0.00,0.00,5.00,0.00
55.00,1.00,3.00,0.00,2.00,489.00,5.00,634625.00,1.00,25.00,0.00,0.43,68782.00,950.00,1.00,0.92,264623.00,1.00,7.00,28304.00,3.00,376837.00,19.00,3.00,1.00,0.00,3.00,0.00,0.00,6.00,0.00
61.00,1.00,2.00,0.00,9.00,613.00,0.00,112555.00,1.00,3.00,0.00,0.10,95864.00,586.00,0.00,0.50,293065.00,1.00,5.00,37837.00,3.00,155061.00,20.00,1.00,2.00,0.00,2.00,0.00,0.00,6.00,1.00
41.00,0.00,0.00,2.00,5.00,644.00,9.00,1018229.00,4.00,86.00,0.00,0.31,39175.00,1530.00,1.00,0.07,70226.00,3.00,3.00,32844.00,7.00,487694.00,8.00,4.00,2.00,0.00,4.00,0.00,1.00,2.00,0.00
60.00,0.00,2.00,0.00,9.00,456.00,5.00,1479543.00,5.00,79.00,0.00,0.18,70683.00,1808.00,1.00,0.39,10825.00,1.00,3.00,45968.00,11.00,463524.00,11.00,1.00,2.00,1.00,4.00,1.00,0.00,0.00,0.00
20.00,3.00,3.00,3.00,1.00,824.00,8.00,1782621.00,4.00,67.00,0.00,0.23,1997.00,1384.00,1.00,1.18,203664.00,0.00,6.00,43847.00,10.00,6361.00,6.00,3.00,0.00,1.00,4.00,0.00,0.00,6.00,0.00
25.00,1.00,3.00,1.00,8.00,583.00,6.00,412922.00,0.00,38.00,0.00,0.03,51527.00,1068.00,0.00,0.81,266916.00,1.00,4.00,19913.00,12.00,262225.00,5.00,1.00,2.00,1.00,2.00,0.00,0.00,7.00,0.00
51.00,1.00,2.00,2.00,5.00,344.00,0.00,155234.00,4.00,17.00,0.00,0.68,2097.00,1853.00,0.00,0.25,99343.00,2.00,3.00,26128.00,9.00,130617.00,7.00,5.00,1.00,1.00,1.00,0.00,0.00,6.00,0.00
21.00,1.00,1.00,0.00,10.00,671.00,9.00,476050.00,3.00,49.00,0.00,0.63,17520.00,1414.00,0.00,1.01,142407.00,2.00,5.00,20735.00,0.00,55604.00,8.00,2.00,1.00,1.00,3.00,0.00,0.00,6.00,0.00
62.00,0.00,0.00,0.00,6.00,371.00,7.00,914306.00,0.00,84.00,0.00,0.08,71294.00,977.00,1.00,0.45,57454.00,3.00,0.00,33241.00,1.00,280323.00,1.00,3.00,2.00,1.00,0.00,1.00,1.00,0.00,0.00
64.00,1.00,0.00,0.00,10.00,673.00,3.00,704969.00,1.00,30.00,0.00,0.16,15123.00,1825.00,0.00,0.79,166980.00,1.00,0.00,10541.00,12.00,26902.00,8.00,0.00,1.00,1.00,3.00,0.00,0.00,1.00,0.00
36.00,3.00,3.00,0.00,6.00,686.00,1.00,1726948.00,0.00,32.00,0.00,0.65,48665.00,1048.00,0.00,0.90,291168.00,1.00,6.00,11286.00,1.00,124588.00,1.00,0.00,0.00,0.00,3.00,1.00,0.00,4.00,0.00
63.00,2.00,1.00,1.00,2.00,569.00,4.00,1863555.00,5.00,86.00,0.00,0.68,8101.00,564.00,0.00,0.19,221428.00,1.00,0.00,23891.00,5.00,267153.00,2.00,1.00,1.00,0.00,3.00,1.00,0.00,1.00,0.00
22.00,2.00,0.00,2.00,7.00,715.00,6.00,1347634.00,2.00,37.00,0.00,0.47,40584.00,1813.00,0.00,0.05,199939.00,0.00,9.00,31036.00,0.00,11518.00,18.00,2.00,1.00,0.00,3.00,0.00,0.00,2.00,0.00
20.00,0.00,2.00,3.00,1.00,454.00,5.00,449423.00,4.00,84.00,1.00,0.65,76442.00,755.00,0.00,0.70,294856.00,1.00,10.00,48282.00,14.00,471450.00,11.00,0.00,1.00,0.00,1.00,0.00,0.00,6.00,1.00
68.00,0.00,1.00,2.00,6.00,424.00,8.00,970749.00,3.00,0.00,0.00,0.52,29170.00,77.00,0.00,0.92,148538.00,0.00,3.00,133.00,12.00,497180.00,3.00,5.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00
29.00,0.00,3.00,2.00,4.00,386.00,0.00,509619.00,5.00,52.00,0.00,0.33,74227.00,653.00,0.00,1.07,83312.00,1.00,1.00,40796.00,15.00,120538.00,10.00,4.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00
24.00,0.00,1.00,3.00,2.00,734.00,5.00,1242016.00,3.00,34.00,0.00,0.06,56484.00,609.00,0.00,0.56,80356.00,3.00,5.00,24292.00,2.00,25340.00,12.00,0.00,2.00,1.00,2.00,0.00,0.00,0.00,0.00
18.00,1.00,2.00,3.00,4.00,625.00,5.00,569977.00,0.00,53.00,0.00,0.25,16375.00,1980.00,0.00,0.71,87027.00,3.00,2.00,22746.00,6.00,4096.00,2.00,4.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00
64.00,2.00,0.00,0.00,2.00,613.00,0.00,99133.00,3.00,69.00,0.00,0.18,70118.00,1910.00,0.00,0.84,53815.00,2.00,9.00,32398.00,9.00,380109.00,9.00,2.00,0.00,0.00,2.00,1.00,0.00,6.00,1.00
44.00,2.00,0.00,2.00,7.00,376.00,4.00,1124115.00,4.00,73.00,0.00,0.27,99777.00,417.00,0.00,0.21,32639.00,0.00,2.00,23548.00,11.00,78863.00,7.00,2.00,2.00,0.00,3.00,0.00,0.00,3.00,0.00
41.00,0.00,2.00,3.00,3.00,350.00,8.00,1272062.00,0.00,58.00,0.00,0.16,3204.00,762.00,1.00,0.22,93856.00,1.00,7.00,21296.00,4.00,54391.00,8.00,1.00,2.00,0.00,3.00,0.00,0.00,7.00,0.00
50.00,1.00,1.00,0.00,8.00,456.00,9.00,1926610.00,4.00,53.00,0.00,0.17,72557.00,1673.00,0.00,0.66,104025.00,3.00,4.00,31255.00,15.00,281799.00,1.00,4.00,2.00,0.00,4.00,0.00,0.00,0.00,0.00
19.00,2.00,2.00,1.00,4.00,828.00,9.00,1879078.00,0.00,63.00,0.00,0.43,42715.00,1409.00,0.00,1.03,193884.00,1.00,10.00,18730.00,8.00,77667.00,14.00,3.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
23.00,3.00,0.00,3.00,6.00,340.00,5.00,822371.00,0.00,56.00,1.00,0.48,19356.00,418.00,0.00,0.29,38605.00,2.00,3.00,10098.00,7.00,312827.00,12.00,0.00,0.00,0.00,2.00,1.00,0.00,6.00,0.00
52.00,1.00,1.00,2.00,2.00,765.00,4.00,100347.00,3.00,13.00,0.00,0.30,47803.00,955.00,0.00,0.56,124113.00,3.00,6.00,14884.00,2.00,160038.00,5.00,4.00,1.00,0.00,4.00,0.00,0.00,3.00,1.00
47.00,3.00,0.00,0.00,8.00,647.00,6.00,176706.00,4.00,30.00,0.00,0.12,23261.00,1734.00,1.00,1.18,207246.00,3.00,2.00,39156.00,2.00,416139.00,20.00,4.00,2.00,1.00,0.00,0.00,0.00,2.00,1.00
54.00,1.00,2.00,0.00,4.00,323.00,6.00,1997530.00,2.00,26.00,0.00,0.67,94071.00,680.00,0.00,0.89,67850.00,3.00,6.00,15553.00,11.00,474972.00,12.00,1.00,2.00,0.00,4.00,0.00,0.00,0.00,0.00
63.00,0.00,3.00,0.00,1.00,606.00,8.00,784001.00,1.00,79.00,0.00,0.21,68777.00,712.00,0.00,0.59,81282.00,1.00,9.00,17729.00,8.00,62575.00,15.00,3.00,2.00,0.00,4.00,0.00,0.00,5.00,0.00
